n test inserts deletes updates time
13 t13 1000 523 3923 7
13 t14 1000 390 3721 7
13 t15 1000 656 4033 7
13 t16 1000 396 3755 7
13 t17 1000 458 3973 7
13 t18 1000 513 4023 7
13 t19 1000 576 4040 8
13 t1 1000 882 3250 6
13 t20 1000 696 4118 8
13 t2 1000 687 3271 5
13 t3 1000 864 3362 6
13 t4 1000 737 3460 6
13 t5 1000 813 3602 6
13 t6 1000 85 2173 4
13 t7 1000 736 3709 7
13 t8 1000 608 3681 6
13 t9 1000 106 2541 4
14 t10 1000 529 3702 7
14 t11 1000 110 2618 4
14 t12 1000 78 2345 4
14 t13 1000 522 3921 7
14 t14 1000 389 3735 7
14 t15 1000 618 4005 7
14 t16 1000 385 3735 7
14 t17 1000 440 3950 7
14 t18 1000 524 4036 7
14 t19 1000 596 4047 8
14 t1 1000 885 3249 6
14 t20 1000 685 4117 8
14 t2 1000 683 3275 5
14 t3 1000 861 3361 6
14 t4 1000 724 3440 6
14 t5 1000 814 3582 6
14 t6 1000 83 2159 3
14 t7 1000 750 3719 7
14 t8 1000 603 3672 6
14 t9 1000 112 2598 4
15 t10 1000 536 3727 7
15 t11 1000 108 2603 4
15 t12 1000 76 2310 4
15 t13 1000 479 3894 7
15 t14 1000 388 3719 6
15 t15 1000 658 4042 8
15 t16 1000 376 3746 7
15 t17 1000 470 3976 7
15 t18 1000 513 4025 7
15 t19 1000 562 4022 7
15 t1 1000 888 3247 6
15 t20 1000 687 4118 8
15 t2 1000 665 3272 5
15 t3 1000 865 3368 6
15 t4 1000 746 3448 6
15 t5 1000 832 3588 6
15 t6 1000 84 2162 3
15 t7 1000 725 3701 6
15 t8 1000 602 3662 6
15 t9 1000 105 2541 4
16 t10 1000 524 3697 6
16 t11 1000 109 2604 4
16 t12 1000 76 2308 4
16 t13 1000 520 3916 7
16 t14 1000 384 3712 6
16 t15 1000 634 4018 7
16 t16 1000 376 3703 7
16 t17 1000 463 3970 7
16 t18 1000 508 4029 7
16 t19 1000 555 4006 7
16 t1 1000 875 3241 6
16 t20 1000 714 4128 8
16 t2 1000 675 3277 5
16 t3 1000 885 3368 6
16 t4 1000 743 3449 6
16 t5 1000 821 3592 6
16 t6 1000 84 2140 3
16 t7 1000 746 3710 6
16 t8 1000 597 3653 6
16 t9 1000 110 2599 4
17 t10 1000 541 3729 7
17 t11 1000 108 2572 4
17 t12 1000 75 2299 4
17 t13 1000 520 3928 7
17 t14 1000 379 3705 6
17 t15 1000 640 4023 7
17 t16 1000 371 3685 7
17 t17 1000 426 3951 7
17 t18 1000 506 4042 7
17 t19 1000 622 4048 8
17 t1 1000 875 3251 5
17 t20 1000 700 4120 8
17 t2 1000 687 3273 7
17 t3 1000 864 3367 6
17 t4 1000 739 3447 6
17 t5 1000 811 3592 6
17 t6 1000 85 2167 3
17 t7 1000 747 3708 6
17 t8 1000 639 3694 6
17 t9 1000 111 2591 4
18 t10 1000 545 3761 7
18 t11 1000 106 2580 4
18 t12 1000 78 2335 4
18 t13 1000 512 3927 7
18 t14 1000 368 3692 6
18 t15 1000 608 4000 7
18 t16 1000 371 3692 7
18 t17 1000 469 3996 7
18 t18 1000 499 4021 7
18 t19 1000 610 4055 8
18 t1 1000 884 3249 6
18 t20 1000 723 4133 8
18 t2 1000 668 3271 5
18 t3 1000 878 3367 6
18 t4 1000 727 3436 6
18 t5 1000 815 3582 6
18 t6 1000 84 2160 3
18 t7 1000 748 3702 6
18 t8 1000 630 3681 6
18 t9 1000 110 2592 4
19 t10 1000 533 3737 7
19 t11 1000 102 2548 4
19 t12 1000 75 2291 4
19 t13 1000 512 3922 7
19 t14 1000 371 3699 6
19 t15 1000 621 3999 8
19 t16 1000 432 3773 7
19 t17 1000 416 3942 7
19 t18 1000 499 4020 7
19 t19 1000 589 4049 8
19 t1 1000 883 3261 5
19 t20 1000 699 4127 8
19 t2 1000 680 3275 5
19 t3 1000 862 3373 6
19 t4 1000 733 3446 6
19 t5 1000 819 3588 6
19 t6 1000 84 2160 3
19 t7 1000 724 3687 6
19 t8 1000 630 3675 6
19 t9 1000 111 2614 4
20 t10 1000 534 3738 7
20 t11 1000 104 2570 4
20 t12 1000 74 2286 4
20 t13 1000 536 3944 7
20 t14 1000 372 3697 6
20 t15 1000 635 4012 7
20 t16 1000 428 3761 7
20 t17 1000 426 3933 7
20 t18 1000 499 4009 7
20 t19 1000 578 4047 7
20 t1 1000 877 3252 6
20 t20 1000 717 4134 8
20 t2 1000 688 3272 5
20 t3 1000 863 3365 6
20 t4 1000 744 3454 6
20 t5 1000 825 3604 6
20 t6 1000 83 2159 3
20 t7 1000 732 3692 6
20 t8 1000 629 3662 6
20 t9 1000 132 2744 4
