n test inserts deletes updates time
4 t8 1000 336 3285 6
4 t9 1000 140 2636 5
5 t10 1000 826 3837 8
5 t11 1000 905 3957 8
5 t12 1000 584 3882 7
5 t13 1000 555 3832 7
5 t14 1000 215 3312 6
5 t15 1000 395 3702 7
5 t16 1000 517 4027 8
5 t17 1000 795 4155 9
5 t18 1000 518 4147 8
5 t19 1000 29 1619 3
5 t1 1000 331 2797 5
5 t20 1000 933 4227 9
5 t2 1000 742 3307 6
5 t3 1000 510 3239 6
5 t4 1000 528 3485 6
5 t5 1000 995 3610 7
5 t6 1000 500 3482 6
5 t7 1000 82 2155 4
5 t8 1000 340 3271 6
5 t9 1000 149 2681 5
6 t10 1000 824 3859 8
6 t11 1000 905 3962 8
6 t12 1000 614 3914 7
6 t13 1000 550 3838 7
6 t14 1000 209 3305 6
6 t15 1000 420 3751 7
6 t16 1000 557 4066 8
6 t17 1000 778 4133 9
6 t18 1000 563 4159 8
6 t19 1000 33 1775 3
6 t1 1000 328 2804 5
6 t20 1000 931 4241 9
6 t2 1000 743 3318 6
6 t3 1000 510 3240 6
6 t4 1000 531 3516 6
6 t5 1000 995 3595 7
6 t6 1000 480 3449 6
6 t7 1000 80 2126 4
6 t8 1000 334 3282 6
6 t9 1000 141 2647 5
7 t10 1000 813 3871 7
7 t11 1000 890 3975 8
7 t12 1000 637 3910 7
7 t13 1000 544 3838 7
7 t14 1000 230 3376 6
7 t15 1000 430 3709 7
7 t16 1000 549 4060 8
7 t17 1000 814 4159 9
7 t18 1000 517 4128 8
7 t19 1000 33 1773 3
7 t1 1000 321 2790 5
7 t20 1000 936 4220 9
7 t2 1000 745 3299 6
7 t3 1000 496 3242 6
7 t4 1000 526 3505 6
7 t5 1000 996 3600 7
7 t6 1000 471 3446 6
7 t7 1000 81 2119 3
7 t8 1000 308 3227 6
7 t9 1000 137 2636 4
8 t10 1000 829 3872 7
8 t11 1000 900 3968 8
8 t12 1000 586 3890 7
8 t13 1000 589 3871 7
8 t14 1000 226 3354 6
8 t15 1000 410 3680 7
8 t16 1000 532 4066 8
8 t17 1000 788 4162 8
8 t18 1000 575 4193 8
8 t19 1000 30 1667 3
8 t1 1000 312 2771 4
8 t20 1000 940 4216 9
8 t2 1000 751 3330 6
8 t3 1000 520 3247 6
8 t4 1000 524 3495 6
8 t5 1000 995 3607 7
8 t6 1000 509 3473 6
8 t7 1000 90 2232 4
8 t8 1000 311 3238 6
8 t9 1000 132 2597 5
9 t10 1000 802 3857 7
9 t11 1000 899 3964 8
9 t12 1000 592 3908 7
9 t13 1000 577 3841 7
9 t14 1000 215 3307 6
9 t15 1000 399 3705 7
9 t16 1000 531 4047 8
9 t17 1000 796 4191 8
9 t18 1000 511 4156 8
9 t19 1000 29 1625 2
9 t1 1000 332 2799 5
9 t20 1000 940 4219 9
9 t2 1000 759 3324 6
9 t3 1000 518 3237 6
9 t4 1000 528 3504 6
9 t5 1000 995 3597 7
9 t6 1000 475 3446 6
9 t7 1000 83 2163 3
9 t8 1000 331 3252 6
9 t9 1000 148 2676 4
10 t10 1000 818 3842 7
10 t11 1000 901 3983 8
10 t12 1000 635 3929 7
10 t13 1000 535 3821 7
10 t14 1000 214 3321 6
10 t15 1000 392 3704 7
10 t16 1000 523 4031 7
10 t17 1000 784 4163 8
10 t18 1000 578 4205 8
10 t19 1000 27 1582 2
10 t1 1000 332 2807 5
10 t20 1000 936 4225 9
10 t2 1000 744 3304 6
10 t3 1000 518 3239 6
10 t4 1000 538 3498 6
10 t5 1000 996 3602 7
10 t6 1000 483 3455 6
10 t7 1000 82 2155 3
10 t8 1000 320 3226 6
10 t9 1000 146 2652 4
11 t10 1000 829 3855 7
11 t11 1000 905 3985 8
11 t12 1000 618 3925 7
11 t13 1000 593 3878 7
11 t14 1000 214 3324 6
11 t15 1000 391 3695 7
11 t16 1000 521 4026 7
11 t17 1000 806 4185 8
11 t18 1000 576 4180 8
11 t19 1000 27 1562 2
11 t1 1000 328 2795 5
11 t20 1000 932 4220 9
11 t2 1000 746 3303 6
11 t3 1000 515 3236 5
11 t4 1000 535 3506 6
11 t5 1000 996 3617 7
11 t6 1000 487 3441 6
11 t7 1000 81 2142 3
11 t8 1000 331 3259 6
11 t9 1000 145 2655 4
12 t10 1000 807 3833 7
12 t11 1000 902 3984 8
12 t12 1000 634 3918 7
12 t13 1000 583 3854 7
12 t14 1000 212 3318 6
12 t15 1000 403 3706 7
12 t16 1000 518 4044 7
12 t17 1000 794 4168 8
12 t18 1000 573 4180 8
12 t19 1000 27 1578 2
12 t1 1000 328 2804 5
12 t20 1000 931 4222 9
12 t2 1000 749 3296 6
12 t3 1000 512 3228 6
12 t4 1000 530 3501 6
12 t5 1000 995 3619 7
12 t6 1000 493 3453 6
12 t7 1000 81 2146 3
12 t8 1000 319 3223 6
12 t9 1000 143 2654 4
13 t10 1000 818 3831 7
13 t11 1000 895 3981 8
13 t12 1000 636 3928 7
13 t13 1000 580 3854 7
13 t14 1000 213 3329 6
13 t15 1000 427 3728 7
13 t16 1000 514 4022 8
13 t17 1000 812 4173 8
13 t18 1000 571 4187 8
13 t19 1000 27 1562 2
13 t1 1000 327 2798 5
13 t20 1000 929 4228 9
13 t2 1000 756 3306 6
13 t3 1000 514 3244 5
13 t4 1000 530 3498 6
13 t5 1000 996 3612 7
13 t6 1000 496 3464 6
13 t7 1000 81 2147 3
13 t8 1000 319 3228 5
13 t9 1000 141 2631 4
14 t10 1000 829 3847 7
14 t11 1000 901 3979 8
14 t12 1000 636 3907 7
14 t13 1000 580 3869 7
14 t14 1000 211 3330 6
14 t15 1000 395 3711 7
14 t16 1000 511 4024 7
14 t17 1000 786 4159 8
14 t18 1000 557 4173 8
14 t19 1000 27 1587 2
14 t1 1000 326 2793 4
14 t20 1000 926 4215 9
14 t2 1000 750 3302 6
14 t3 1000 510 3254 5
14 t4 1000 529 3508 6
14 t5 1000 996 3620 7
14 t6 1000 488 3457 6
14 t7 1000 81 2141 3
14 t8 1000 320 3230 5
14 t9 1000 141 2622 4
15 t10 1000 831 3848 7
15 t11 1000 903 3968 8
15 t12 1000 624 3916 7
15 t13 1000 574 3856 7
15 t14 1000 211 3321 6
15 t15 1000 416 3717 7
15 t16 1000 555 4059 8
15 t17 1000 805 4147 8
15 t18 1000 564 4140 8
15 t19 1000 33 1774 3
15 t1 1000 327 2797 4
15 t20 1000 927 4216 9
15 t2 1000 740 3298 6
15 t3 1000 512 3244 5
15 t4 1000 528 3508 6
15 t5 1000 996 3601 7
15 t6 1000 486 3468 6
15 t7 1000 80 2131 3
15 t8 1000 323 3247 5
15 t9 1000 140 2631 4
16 t10 1000 806 3841 7
16 t11 1000 894 3960 8
16 t12 1000 602 3888 7
16 t13 1000 575 3856 7
16 t14 1000 207 3308 6
16 t15 1000 396 3689 7
16 t16 1000 548 4054 7
16 t17 1000 796 4146 8
16 t18 1000 559 4138 8
16 t19 1000 33 1773 3
16 t1 1000 325 2794 4
16 t20 1000 931 4204 9
16 t2 1000 739 3311 6
16 t3 1000 507 3237 5
16 t4 1000 521 3499 6
16 t5 1000 995 3600 7
16 t6 1000 479 3459 6
16 t7 1000 78 2094 3
16 t8 1000 316 3221 5
16 t9 1000 141 2653 4
17 t10 1000 814 3855 7
17 t11 1000 898 3973 8
17 t12 1000 588 3887 7
17 t13 1000 562 3858 7
17 t14 1000 206 3304 6
17 t15 1000 406 3674 7
17 t16 1000 546 4051 7
17 t17 1000 782 4137 8
17 t18 1000 540 4107 7
17 t19 1000 33 1756 3
17 t1 1000 322 2794 4
17 t20 1000 938 4229 9
17 t2 1000 740 3309 6
17 t3 1000 506 3247 5
17 t4 1000 522 3506 6
17 t5 1000 995 3615 7
17 t6 1000 484 3458 6
17 t7 1000 77 2071 3
17 t8 1000 324 3237 5
17 t9 1000 139 2627 4
18 t10 1000 827 3853 7
18 t11 1000 899 3959 8
18 t12 1000 591 3883 7
18 t13 1000 565 3836 7
18 t14 1000 201 3284 6
18 t15 1000 438 3714 7
18 t16 1000 542 4028 7
18 t17 1000 818 4175 8
18 t18 1000 520 4105 8
18 t19 1000 33 1755 3
18 t1 1000 320 2777 4
18 t20 1000 940 4221 9
18 t2 1000 738 3300 5
18 t3 1000 503 3240 5
18 t4 1000 515 3494 6
18 t5 1000 996 3609 7
18 t6 1000 478 3466 6
18 t7 1000 86 2177 3
18 t8 1000 325 3240 5
18 t9 1000 140 2640 4
19 t10 1000 823 3862 7
19 t11 1000 894 3969 8
19 t12 1000 599 3882 7
19 t13 1000 555 3838 7
19 t14 1000 199 3267 5
19 t15 1000 436 3721 7
19 t16 1000 556 4048 7
19 t17 1000 818 4164 9
19 t18 1000 516 4104 7
19 t19 1000 33 1773 3
19 t1 1000 320 2782 4
19 t20 1000 932 4223 9
19 t2 1000 738 3290 6
19 t3 1000 495 3231 5
19 t4 1000 513 3489 6
19 t5 1000 995 3603 7
19 t6 1000 474 3454 6
19 t7 1000 86 2177 3
19 t8 1000 331 3267 5
19 t9 1000 138 2630 4
20 t10 1000 807 3861 7
20 t11 1000 897 3989 8
20 t12 1000 613 3899 7
20 t13 1000 547 3836 7
20 t14 1000 226 3357 6
20 t15 1000 425 3708 7
20 t16 1000 551 4069 7
20 t17 1000 779 4160 8
20 t18 1000 573 4174 8
20 t19 1000 33 1759 3
20 t1 1000 319 2790 4
20 t20 1000 928 4231 9
20 t2 1000 736 3301 5
20 t3 1000 493 3236 5
20 t4 1000 507 3480 6
20 t5 1000 996 3617 7
20 t6 1000 472 3437 6
20 t7 1000 94 2273 3
20 t8 1000 316 3247 5
20 t9 1000 135 2614 4
