n test inserts deletes updates time
4 t16 1000 730 4159 9
4 t17 1000 616 4048 8
4 t18 1000 563 4001 8
4 t19 1000 549 4110 8
4 t1 1000 102 1919 3
4 t20 1000 728 4285 9
4 t2 1000 574 3213 6
4 t3 1000 481 3209 6
4 t4 1000 284 2971 5
4 t5 998 44 1403 2
4 t6 1000 778 3595 7
4 t7 1000 888 3789 8
4 t8 1000 237 3004 5
4 t9 1000 808 3800 8
5 t10 1000 109 2593 5
5 t11 1000 52 1849 3
5 t12 1000 454 3754 7
5 t13 1000 305 3493 6
5 t14 1000 864 4094 8
5 t15 1000 173 3161 6
5 t16 1000 718 4152 8
5 t17 1000 610 4048 8
5 t18 1000 599 4011 8
5 t19 1000 535 4125 8
5 t1 1000 107 1972 3
5 t20 1000 761 4302 9
5 t2 1000 557 3203 6
5 t3 1000 473 3206 6
5 t4 1000 284 2954 5
5 t5 995 37 1243 2
5 t6 1000 783 3576 7
5 t7 1000 883 3767 7
5 t8 1000 253 3068 6
5 t9 1000 809 3783 7
6 t10 1000 92 2450 4
6 t11 1000 57 1946 3
6 t12 1000 454 3756 7
6 t13 1000 291 3439 6
6 t14 1000 863 4088 8
6 t15 1000 169 3109 6
6 t16 1000 728 4148 8
6 t17 1000 580 4023 8
6 t18 1000 581 3988 8
6 t19 1000 585 4162 8
6 t1 1000 105 1951 3
6 t20 1000 763 4280 9
6 t2 1000 556 3203 6
6 t3 1000 495 3234 6
6 t4 1000 285 2966 5
6 t5 994 34 1163 2
6 t6 1000 803 3604 7
6 t7 1000 881 3788 7
6 t8 1000 241 3029 5
6 t9 1000 793 3770 7
7 t10 1000 90 2457 4
7 t11 1000 55 1905 3
7 t12 1000 422 3679 7
7 t13 1000 276 3439 6
7 t14 1000 876 4116 8
7 t15 1000 165 3090 5
7 t16 1000 721 4158 8
7 t17 1000 599 4026 8
7 t18 1000 632 4040 8
7 t19 1000 591 4164 8
7 t1 1000 108 1980 3
7 t20 1000 728 4279 9
7 t2 1000 572 3218 5
7 t3 1000 482 3235 6
7 t4 1000 276 2959 5
7 t5 994 34 1155 2
7 t6 1000 777 3594 7
7 t7 1000 886 3770 7
7 t8 1000 229 3008 5
7 t9 1000 781 3788 7
8 t10 1000 113 2632 4
8 t11 1000 52 1850 3
8 t12 1000 480 3769 7
8 t13 1000 319 3531 6
8 t14 1000 866 4093 8
8 t15 1000 155 3028 5
8 t16 1000 710 4176 8
8 t17 1000 609 4069 8
8 t18 1000 616 4012 8
8 t19 1000 601 4153 8
8 t1 1000 109 1984 3
8 t20 1000 755 4313 9
8 t2 1000 563 3180 5
8 t3 1000 479 3215 5
8 t4 1000 273 2938 5
8 t5 998 44 1384 2
8 t6 1000 786 3591 7
8 t7 1000 884 3762 7
8 t8 1000 221 2951 5
8 t9 1000 783 3798 7
9 t10 1000 104 2556 4
9 t11 1000 59 1981 3
9 t12 1000 434 3702 7
9 t13 1000 307 3494 6
9 t14 1000 850 4085 8
9 t15 1000 175 3142 5
9 t16 1000 713 4145 8
9 t17 1000 627 4056 8
9 t18 1000 619 4040 8
9 t19 1000 574 4125 8
9 t1 1000 105 1955 3
9 t20 1000 749 4291 8
9 t2 1000 561 3193 5
9 t3 1000 485 3220 5
9 t4 1000 293 2968 5
9 t5 998 41 1332 2
9 t6 1000 785 3582 7
9 t7 1000 880 3767 7
9 t8 1000 252 3052 5
9 t9 1000 808 3795 7
10 t10 1000 98 2488 4
10 t11 1000 57 1945 3
10 t12 1000 421 3707 7
10 t13 1000 297 3462 6
10 t14 1000 868 4095 8
10 t15 1000 174 3137 5
10 t16 1000 709 4138 8
10 t17 1000 615 4038 8
10 t18 1000 613 4027 8
10 t19 1000 527 4117 8
10 t1 1000 106 1949 3
10 t20 1000 751 4281 9
10 t2 1000 562 3193 5
10 t3 1000 474 3198 5
10 t4 1000 268 2907 5
10 t5 998 41 1333 2
10 t6 1000 776 3595 6
10 t7 1000 892 3773 7
10 t8 1000 250 3043 5
10 t9 1000 782 3783 7
11 t10 1000 100 2492 4
11 t11 1000 57 1938 3
11 t12 1000 482 3790 7
11 t13 1000 302 3478 6
11 t14 1000 876 4098 8
11 t15 1000 173 3134 5
11 t16 1000 714 4134 8
11 t17 1000 624 4053 8
11 t18 1000 605 4025 8
11 t19 1000 597 4177 8
11 t1 1000 106 1944 3
11 t20 1000 748 4283 9
11 t2 1000 557 3186 5
11 t3 1000 492 3210 5
11 t4 1000 291 2965 5
11 t5 998 43 1379 2
11 t6 1000 791 3597 7
11 t7 1000 891 3774 7
11 t8 1000 245 3037 5
11 t9 1000 812 3801 7
12 t10 1000 96 2463 4
12 t11 1000 57 1941 3
12 t12 1000 481 3781 7
12 t13 1000 300 3472 6
12 t14 1000 871 4110 8
12 t15 1000 169 3111 5
12 t16 1000 708 4131 8
12 t17 1000 608 4040 8
12 t18 1000 611 4019 8
12 t19 1000 592 4176 8
12 t1 1000 106 1950 3
12 t20 1000 718 4287 8
12 t2 1000 558 3190 5
12 t3 1000 491 3211 5
12 t4 1000 288 2965 5
12 t5 998 43 1380 2
12 t6 1000 790 3586 6
12 t7 1000 881 3771 7
12 t8 1000 244 3032 5
12 t9 1000 806 3800 7
13 t10 1000 95 2473 4
13 t11 1000 57 1936 3
13 t12 1000 471 3757 7
13 t13 1000 297 3463 6
13 t14 1000 856 4101 8
13 t15 1000 168 3098 5
13 t16 1000 705 4135 8
13 t17 1000 607 4030 8
13 t18 1000 603 4017 8
13 t19 1000 578 4154 8
13 t1 1000 107 1956 3
13 t20 1000 723 4267 8
13 t2 1000 559 3185 5
13 t3 1000 480 3207 5
13 t4 1000 284 2959 5
13 t5 998 43 1381 2
13 t6 1000 793 3590 6
13 t7 1000 887 3780 7
13 t8 1000 246 3050 5
13 t9 1000 782 3778 7
14 t10 1000 92 2449 4
14 t11 1000 57 1947 3
14 t12 1000 471 3757 7
14 t13 1000 297 3484 6
14 t14 1000 869 4091 8
14 t15 1000 166 3085 5
14 t16 1000 702 4132 8
14 t17 1000 596 4032 8
14 t18 1000 593 4016 8
14 t19 1000 580 4169 8
14 t1 1000 111 1991 3
14 t20 1000 763 4286 9
14 t2 1000 556 3202 5
14 t3 1000 485 3209 5
14 t4 1000 284 2958 5
14 t5 998 42 1366 2
14 t6 1000 802 3602 6
14 t7 1000 889 3776 7
14 t8 1000 240 3017 5
14 t9 1000 793 3770 7
15 t10 1000 91 2433 4
15 t11 1000 57 1949 3
15 t12 1000 468 3756 7
15 t13 1000 294 3470 6
15 t14 1000 869 4093 8
15 t15 1000 166 3078 5
15 t16 1000 735 4165 8
15 t17 1000 610 4040 8
15 t18 1000 585 4010 8
15 t19 1000 586 4166 8
15 t1 1000 104 1942 3
15 t20 1000 714 4282 8
15 t2 1000 556 3181 5
15 t3 1000 481 3205 5
15 t4 1000 285 2964 5
15 t5 998 41 1342 2
15 t6 1000 796 3599 6
15 t7 1000 887 3779 7
15 t8 1000 241 3013 5
15 t9 1000 790 3759 7
16 t10 1000 92 2451 4
16 t11 1000 57 1950 3
16 t12 1000 462 3752 6
16 t13 1000 291 3476 6
16 t14 1000 866 4089 8
16 t15 1000 164 3076 5
16 t16 1000 727 4145 8
16 t17 1000 596 4039 7
16 t18 1000 576 3999 8
16 t19 1000 591 4176 8
16 t1 1000 104 1944 3
16 t20 1000 716 4283 8
16 t2 1000 552 3181 5
16 t3 1000 479 3205 5
16 t4 1000 281 2949 5
16 t5 998 41 1339 2
16 t6 1000 782 3602 6
16 t7 1000 883 3775 7
16 t8 1000 236 3007 5
16 t9 1000 781 3755 7
17 t10 1000 91 2433 4
17 t11 1000 57 1954 3
17 t12 1000 456 3743 6
17 t13 1000 284 3464 6
17 t14 1000 861 4089 8
17 t15 1000 168 3098 5
17 t16 1000 726 4153 8
17 t17 1000 584 4024 7
17 t18 1000 575 3997 8
17 t19 1000 592 4156 8
17 t1 1000 102 1933 3
17 t20 1000 763 4303 8
17 t2 1000 548 3171 5
17 t3 1000 482 3221 5
17 t4 1000 282 2955 5
17 t5 998 41 1336 2
17 t6 1000 777 3591 6
17 t7 1000 888 3772 7
17 t8 1000 236 3010 5
17 t9 1000 777 3765 7
18 t10 1000 92 2438 4
18 t11 1000 56 1932 3
18 t12 1000 453 3748 6
18 t13 1000 282 3457 6
18 t14 1000 866 4105 8
18 t15 1000 163 3069 5
18 t16 1000 725 4170 8
18 t17 1000 603 4038 7
18 t18 1000 564 3989 7
18 t19 1000 581 4148 8
18 t1 1000 102 1929 3
18 t20 1000 727 4287 8
18 t2 1000 575 3195 5
18 t3 1000 481 3228 5
18 t4 1000 284 2964 5
18 t5 998 42 1355 2
18 t6 1000 784 3588 7
18 t7 1000 879 3780 7
18 t8 1000 233 2994 5
18 t9 1000 775 3781 7
19 t10 1000 90 2427 4
19 t11 1000 55 1911 3
19 t12 1000 448 3732 6
19 t13 1000 281 3454 6
19 t14 1000 878 4097 8
19 t15 1000 159 3057 5
19 t16 1000 723 4167 8
19 t17 1000 589 4017 7
19 t18 1000 638 4029 8
19 t19 1000 582 4146 8
19 t1 1000 107 1971 3
19 t20 1000 728 4293 8
19 t2 1000 573 3193 5
19 t3 1000 480 3229 5
19 t4 1000 273 2954 5
19 t5 998 41 1337 2
19 t6 1000 780 3585 6
19 t7 1000 894 3781 7
19 t8 1000 233 3009 5
19 t9 1000 779 3766 7
20 t10 1000 90 2439 4
20 t11 1000 54 1893 3
20 t12 1000 443 3713 6
20 t13 1000 276 3441 6
20 t14 1000 870 4078 8
20 t15 1000 159 3054 5
20 t16 1000 725 4161 8
20 t17 1000 583 4013 7
20 t18 1000 635 4035 8
20 t19 1000 606 4177 8
20 t1 1000 107 1968 3
20 t20 1000 764 4303 9
20 t2 1000 571 3201 5
20 t3 1000 487 3245 5
20 t4 1000 281 2961 5
20 t5 998 39 1286 2
20 t6 1000 786 3604 6
20 t7 1000 886 3766 7
20 t8 1000 225 2962 5
20 t9 1000 791 3780 7
1 t10 1000 796 3875 30
1 t11 1000 694 3811 29
1 t12 1000 249 3246 22
1 t13 1000 341 3672 25
1 t14 1000 486 3837 28
1 t15 1000 606 4037 29
1 t16 1000 773 4197 31
1 t17 1000 854 4149 32
1 t18 1000 275 3674 25
1 t19 1000 128 3098 20
1 t1 1000 304 2764 21
1 t20 1000 118 3080 20
1 t2 1000 434 3094 22
1 t3 1000 822 3444 27
1 t4 1000 844 3557 28
1 t5 1000 891 3604 28
1 t6 1000 245 3024 21
1 t7 1000 353 3298 23
1 t8 1000 324 3346 23
1 t9 1000 738 3902 29
2 t10 1000 789 3899 9
2 t11 1000 694 3822 8
2 t12 1000 276 3343 7
2 t13 1000 336 3691 8
2 t14 1000 521 3857 8
2 t15 1000 596 4007 9
2 t16 1000 781 4187 10
2 t17 1000 855 4172 10
2 t18 1000 288 3702 8
2 t19 1000 124 3033 7
2 t1 1000 296 2759 5
2 t20 1000 99 2905 6
2 t2 1000 413 3093 6
2 t3 1000 824 3436 7
2 t4 1000 848 3559 7
2 t5 1000 890 3605 8
2 t6 1000 244 3013 6
2 t7 1000 344 3268 6
2 t8 1000 317 3333 7
2 t9 1000 731 3896 9
3 t10 1000 789 3888 8
3 t11 1000 686 3811 8
3 t12 1000 271 3275 6
3 t13 1000 356 3741 7
3 t14 1000 515 3845 8
3 t15 1000 591 3990 9
3 t16 1000 787 4202 9
3 t17 1000 861 4167 9
3 t18 1000 272 3652 7
3 t19 1000 124 3051 6
3 t1 1000 292 2741 5
3 t20 1000 119 3074 6
3 t2 1000 407 3101 6
3 t3 1000 820 3437 7
3 t4 1000 838 3550 7
3 t5 1000 887 3627 7
3 t6 1000 233 2959 5
3 t7 1000 349 3284 6
3 t8 1000 334 3381 6
3 t9 1000 707 3860 8
4 t10 1000 802 3882 8
4 t11 1000 670 3827 8
4 t12 1000 269 3317 6
4 t13 1000 353 3726 7
4 t14 1000 505 3836 8
4 t15 1000 596 3995 8
4 t16 1000 739 4185 9
4 t17 1000 854 4151 9
4 t18 1000 277 3677 7
4 t19 1000 122 3032 6
4 t1 1000 301 2766 5
4 t20 1000 98 2930 5
4 t2 1000 407 3077 5
4 t3 1000 820 3416 6
4 t4 1000 851 3559 7
4 t5 1000 887 3609 7
4 t6 1000 245 3007 5
4 t7 1000 346 3268 6
4 t8 1000 330 3364 6
4 t9 1000 713 3874 8
5 t10 1000 793 3892 8
5 t11 1000 669 3803 7
5 t12 1000 290 3373 6
5 t13 1000 389 3784 7
5 t14 1000 466 3794 7
5 t15 1000 559 3958 8
5 t16 1000 788 4211 9
5 t17 1000 861 4154 9
5 t18 1000 298 3737 7
5 t19 1000 124 3059 6
5 t1 1000 292 2729 5
5 t20 1000 112 3032 6
5 t2 1000 421 3089 5
5 t3 1000 832 3412 6
5 t4 1000 840 3562 7
5 t5 1000 892 3589 7
5 t6 1000 232 2977 5
5 t7 1000 350 3325 6
5 t8 1000 341 3389 6
5 t9 1000 726 3875 7
6 t10 1000 790 3872 8
6 t11 1000 691 3818 7
6 t12 1000 283 3371 6
6 t13 1000 366 3739 7
6 t14 1000 525 3860 7
6 t15 1000 614 4005 8
6 t16 1000 766 4184 9
6 t17 1000 859 4168 9
6 t18 1000 282 3674 7
6 t19 1000 125 3062 5
6 t1 1000 305 2776 5
6 t20 1000 98 2913 5
6 t2 1000 413 3098 5
6 t3 1000 839 3417 6
6 t4 1000 849 3553 6
6 t5 1000 888 3602 7
6 t6 1000 225 2962 5
6 t7 1000 325 3255 6
6 t8 1000 325 3367 6
6 t9 1000 722 3898 7
7 t10 1000 806 3869 7
7 t11 1000 675 3807 7
7 t12 1000 263 3275 6
7 t13 1000 340 3688 7
7 t14 1000 490 3818 7
7 t15 1000 599 4006 8
7 t16 1000 741 4191 8
7 t17 1000 860 4155 9
7 t18 1000 270 3639 7
7 t19 1000 117 3025 5
7 t1 1000 301 2761 5
7 t20 1000 116 3053 5
7 t2 1000 438 3134 5
7 t3 1000 843 3434 6
7 t4 1000 842 3559 6
7 t5 1000 892 3610 7
7 t6 1000 221 2939 5
7 t7 1000 352 3294 6
7 t8 1000 322 3368 6
7 t9 1000 718 3898 7
8 t10 1000 799 3880 7
8 t11 1000 677 3811 7
8 t12 1000 282 3362 6
8 t13 1000 394 3774 7
8 t14 1000 472 3803 7
8 t15 1000 567 3981 8
8 t16 1000 739 4170 8
8 t17 1000 859 4166 8
8 t18 1000 323 3780 7
8 t19 1000 107 2959 5
8 t1 1000 299 2741 4
8 t20 1000 110 3016 5
8 t2 1000 428 3101 5
8 t3 1000 837 3433 6
8 t4 1000 844 3567 6
8 t5 1000 894 3594 7
8 t6 1000 243 3004 5
8 t7 1000 339 3271 6
8 t8 1000 307 3301 6
8 t9 1000 721 3885 7
9 t10 1000 782 3923 7
9 t11 1000 675 3814 7
9 t12 1000 276 3331 6
9 t13 1000 377 3740 7
9 t14 1000 522 3864 7
9 t15 1000 613 4013 8
9 t16 1000 753 4197 8
9 t17 1000 875 4173 8
9 t18 1000 298 3733 7
9 t19 1000 116 3006 5
9 t1 1000 291 2728 4
9 t20 1000 109 2993 5
9 t2 1000 421 3092 5
9 t3 1000 818 3421 6
9 t4 1000 838 3556 6
9 t5 1000 894 3586 7
9 t6 1000 243 3013 5
9 t7 1000 349 3316 6
9 t8 1000 340 3380 6
9 t9 1000 726 3872 7
10 t10 1000 780 3909 7
10 t11 1000 670 3787 7
10 t12 1000 279 3320 6
10 t13 1000 373 3752 7
10 t14 1000 517 3855 7
10 t15 1000 594 3989 7
10 t16 1000 780 4198 8
10 t17 1000 869 4167 8
10 t18 1000 297 3713 7
10 t19 1000 129 3056 5
10 t1 1000 290 2741 4
10 t20 1000 106 2960 5
10 t2 1000 418 3089 5
10 t3 1000 820 3418 6
10 t4 1000 838 3558 6
10 t5 1000 885 3611 7
10 t6 1000 245 3029 5
10 t7 1000 348 3295 6
10 t8 1000 339 3386 6
10 t9 1000 732 3880 7
11 t10 1000 798 3919 7
11 t11 1000 669 3789 7
11 t12 1000 284 3335 6
11 t13 1000 371 3750 7
11 t14 1000 520 3859 7
11 t15 1000 557 3959 7
11 t16 1000 778 4198 8
11 t17 1000 857 4172 8
11 t18 1000 294 3701 7
11 t19 1000 129 3061 5
11 t1 1000 292 2741 4
11 t20 1000 106 2946 5
11 t2 1000 417 3099 5
11 t3 1000 821 3418 6
11 t4 1000 854 3562 6
11 t5 1000 894 3611 6
11 t6 1000 227 2973 5
11 t7 1000 351 3326 6
11 t8 1000 333 3380 6
11 t9 1000 728 3887 7
12 t10 1000 798 3911 7
12 t11 1000 669 3792 7
12 t12 1000 282 3327 6
12 t13 1000 374 3750 7
12 t14 1000 522 3863 7
12 t15 1000 578 3973 7
12 t16 1000 771 4200 8
12 t17 1000 852 4195 8
12 t18 1000 292 3693 6
12 t19 1000 128 3068 5
12 t1 1000 290 2746 4
12 t20 1000 103 2930 5
12 t2 1000 416 3101 5
12 t3 1000 833 3409 6
12 t4 1000 850 3564 6
12 t5 1000 894 3602 7
12 t6 1000 241 3005 5
12 t7 1000 354 3324 5
12 t8 1000 333 3364 6
12 t9 1000 720 3872 7
13 t10 1000 787 3905 7
13 t11 1000 663 3786 7
13 t12 1000 279 3312 6
13 t13 1000 369 3740 6
13 t14 1000 530 3871 7
13 t15 1000 576 3988 7
13 t16 1000 746 4191 8
13 t17 1000 851 4192 8
13 t18 1000 289 3691 7
13 t19 1000 128 3069 5
13 t1 1000 308 2795 4
13 t20 1000 100 2898 5
13 t2 1000 417 3109 5
13 t3 1000 824 3422 6
13 t4 1000 849 3567 6
13 t5 1000 889 3604 6
13 t6 1000 240 3023 5
13 t7 1000 353 3326 5
13 t8 1000 335 3377 6
13 t9 1000 709 3878 7
14 t10 1000 789 3882 7
14 t11 1000 691 3797 7
14 t12 1000 286 3347 6
14 t13 1000 364 3734 6
14 t14 1000 529 3864 7
14 t15 1000 602 3997 7
14 t16 1000 753 4191 8
14 t17 1000 853 4183 8
14 t18 1000 290 3662 6
14 t19 1000 128 3077 5
14 t1 1000 306 2784 4
14 t20 1000 100 2921 5
14 t2 1000 416 3095 5
14 t3 1000 829 3416 6
14 t4 1000 853 3572 6
14 t5 1000 889 3609 6
14 t6 1000 238 3011 5
14 t7 1000 327 3266 5
14 t8 1000 324 3339 6
14 t9 1000 729 3890 7
15 t10 1000 795 3910 7
15 t11 1000 693 3810 7
15 t12 1000 272 3307 6
15 t13 1000 366 3727 6
15 t14 1000 527 3860 7
15 t15 1000 611 4012 7
15 t16 1000 780 4206 8
15 t17 1000 868 4179 8
15 t18 1000 282 3649 6
15 t19 1000 127 3078 5
15 t1 1000 306 2787 5
15 t20 1000 100 2906 5
15 t2 1000 414 3101 5
15 t3 1000 824 3409 6
15 t4 1000 852 3565 6
15 t5 1000 889 3602 6
15 t6 1000 238 3008 5
15 t7 1000 352 3331 5
15 t8 1000 323 3353 6
15 t9 1000 717 3895 7
16 t10 1000 801 3887 7
16 t11 1000 689 3817 7
16 t12 1000 255 3252 6
16 t13 1000 374 3750 7
16 t14 1000 502 3838 7
16 t15 1000 600 3987 7
16 t16 1000 780 4195 8
16 t17 1000 858 4182 8
16 t18 1000 279 3661 6
16 t19 1000 127 3070 5
16 t1 1000 304 2784 4
16 t20 1000 97 2896 5
16 t2 1000 411 3090 5
16 t3 1000 822 3404 6
16 t4 1000 851 3571 6
16 t5 1000 892 3607 6
16 t6 1000 236 3007 5
16 t7 1000 353 3326 6
16 t8 1000 321 3334 6
16 t9 1000 713 3895 7
17 t10 1000 798 3882 7
17 t11 1000 688 3815 7
17 t12 1000 274 3308 6
17 t13 1000 360 3720 7
17 t14 1000 466 3791 7
17 t15 1000 604 4004 7
17 t16 1000 789 4218 8
17 t17 1000 854 4175 8
17 t18 1000 279 3667 6
17 t19 1000 124 3070 5
17 t1 1000 303 2768 4
17 t20 1000 98 2904 5
17 t2 1000 408 3076 5
17 t3 1000 835 3413 6
17 t4 1000 852 3568 6
17 t5 1000 889 3600 6
17 t6 1000 235 2991 5
17 t7 1000 347 3311 5
17 t8 1000 325 3355 6
17 t9 1000 712 3893 7
18 t10 1000 784 3889 7
18 t11 1000 682 3810 7
18 t12 1000 263 3262 6
18 t13 1000 347 3708 6
18 t14 1000 518 3854 7
18 t15 1000 599 3996 7
18 t16 1000 738 4197 8
18 t17 1000 848 4173 8
18 t18 1000 272 3640 6
18 t19 1000 123 3067 5
18 t1 1000 301 2764 4
18 t20 1000 99 2921 5
18 t2 1000 408 3082 5
18 t3 1000 839 3416 6
18 t4 1000 852 3552 6
18 t5 1000 894 3607 6
18 t6 1000 230 2959 5
18 t7 1000 339 3261 5
18 t8 1000 335 3374 6
18 t9 1000 713 3891 7
19 t10 1000 806 3889 7
19 t11 1000 680 3798 7
19 t12 1000 265 3274 5
19 t13 1000 343 3682 6
19 t14 1000 478 3813 7
19 t15 1000 591 3989 7
19 t16 1000 747 4208 8
19 t17 1000 857 4158 9
19 t18 1000 270 3632 6
19 t19 1000 117 3015 5
19 t1 1000 302 2761 4
19 t20 1000 119 3073 5
19 t2 1000 438 3136 5
19 t3 1000 823 3415 6
19 t4 1000 849 3561 6
19 t5 1000 889 3611 6
19 t6 1000 227 2939 5
19 t7 1000 354 3295 5
19 t8 1000 321 3345 6
19 t9 1000 725 3895 7
20 t10 1000 806 3895 7
20 t11 1000 684 3801 7
20 t12 1000 256 3238 5
20 t13 1000 340 3681 6
20 t14 1000 480 3818 7
20 t15 1000 616 4013 7
20 t16 1000 750 4193 8
20 t17 1000 868 4159 8
20 t18 1000 290 3703 6
20 t19 1000 115 2996 5
20 t1 1000 301 2771 4
20 t20 1000 118 3071 5
20 t2 1000 437 3129 5
20 t3 1000 842 3429 6
20 t4 1000 852 3558 6
20 t5 1000 889 3619 6
20 t6 1000 227 2926 5
20 t7 1000 352 3286 5
20 t8 1000 333 3360 6
20 t9 1000 728 3891 7
1 t10 1000 528 3714 27
1 t11 1000 293 3409 23
1 t12 1000 945 3930 31
1 t13 1000 172 3030 20
1 t14 1000 51 2004 13
1 t15 1000 691 4100 31
1 t16 1000 624 4131 30
1 t17 1000 703 4086 31
1 t18 1000 189 3442 23
1 t19 1000 365 3834 27
1 t1 1000 148 2260 16
1 t20 1000 592 4193 31
1 t2 1000 937 3334 27
1 t3 1000 52 1467 10
1 t4 1000 718 3515 27
1 t5 1000 672 3571 27
1 t6 1000 237 2938 20
1 t7 1000 603 3662 27
1 t8 1000 693 3735 28
1 t9 1000 419 3543 25
2 t10 1000 557 3766 8
2 t11 1000 298 3437 7
2 t12 1000 941 3945 9
2 t13 1000 205 3178 7
2 t14 1000 48 1967 4
2 t15 1000 740 4128 9
2 t16 1000 593 4088 9
2 t17 1000 669 4077 9
2 t18 1000 155 3245 7
2 t19 1000 348 3812 8
2 t1 1000 149 2272 4
2 t20 1000 572 4178 10
2 t2 1000 936 3351 7
2 t3 998 48 1383 2
2 t4 1000 696 3500 7
2 t5 1000 668 3554 7
2 t6 1000 229 2907 6
2 t7 1000 605 3683 8
2 t8 1000 699 3733 8
2 t9 1000 417 3551 7
3 t10 1000 558 3754 7
3 t11 1000 261 3317 6
3 t12 1000 943 3934 9
3 t13 1000 208 3183 6
3 t14 1000 56 2106 4
3 t15 1000 709 4126 9
3 t16 1000 603 4081 9
3 t17 1000 672 4081 9
3 t18 1000 190 3425 7
3 t19 1000 379 3869 8
3 t1 1000 154 2283 4
3 t20 1000 531 4114 9
3 t2 1000 937 3339 7
3 t3 1000 50 1431 2
3 t4 1000 708 3514 7
3 t5 1000 688 3558 7
3 t6 1000 241 2962 6
3 t7 1000 590 3662 7
3 t8 1000 702 3740 8
3 t9 1000 393 3498 7
4 t10 1000 539 3738 7
4 t11 1000 300 3438 6
4 t12 1000 940 3933 8
4 t13 1000 177 3045 6
4 t14 1000 58 2134 4
4 t15 1000 726 4124 8
4 t16 1000 607 4101 8
4 t17 1000 687 4097 8
4 t18 1000 189 3429 6
4 t19 1000 311 3717 7
4 t1 1000 151 2272 4
4 t20 1000 597 4171 9
4 t2 1000 938 3348 6
4 t3 1000 51 1444 2
4 t4 1000 706 3503 7
4 t5 1000 658 3564 7
4 t6 1000 222 2900 5
4 t7 1000 584 3669 7
4 t8 1000 716 3742 7
4 t9 1000 410 3551 7
5 t10 1000 530 3712 7
5 t11 1000 292 3449 6
5 t12 1000 944 3919 8
5 t13 1000 194 3142 6
5 t14 1000 49 1958 3
5 t15 1000 720 4119 8
5 t16 1000 594 4116 8
5 t17 1000 724 4117 8
5 t18 1000 193 3454 6
5 t19 1000 348 3783 7
5 t1 1000 159 2299 4
5 t20 1000 553 4160 8
5 t2 1000 932 3335 6
5 t3 1000 52 1480 2
5 t4 1000 703 3514 6
5 t5 1000 662 3540 6
5 t6 1000 226 2915 5
5 t7 1000 596 3676 7
5 t8 1000 700 3737 7
5 t9 1000 382 3455 6
6 t10 1000 538 3734 7
6 t11 1000 306 3443 6
6 t12 1000 949 3959 8
6 t13 1000 191 3112 6
6 t14 1000 54 2078 3
6 t15 1000 702 4110 8
6 t16 1000 606 4067 8
6 t17 1000 672 4078 8
6 t18 1000 185 3405 6
6 t19 1000 338 3748 7
6 t1 1000 154 2283 4
6 t20 1000 540 4126 8
6 t2 1000 933 3330 6
6 t3 1000 52 1475 2
6 t4 1000 715 3517 6
6 t5 1000 685 3545 6
6 t6 1000 217 2886 5
6 t7 1000 594 3666 7
6 t8 1000 719 3750 7
6 t9 1000 383 3472 6
7 t10 1000 538 3732 7
7 t11 1000 286 3387 6
7 t12 1000 947 3956 8
7 t13 1000 196 3121 5
7 t14 1000 58 2133 3
7 t15 1000 697 4104 8
7 t16 1000 596 4076 8
7 t17 1000 676 4082 8
7 t18 1000 190 3428 6
7 t19 1000 339 3762 7
7 t1 1000 149 2253 4
7 t20 1000 539 4120 8
7 t2 1000 938 3334 6
7 t3 999 48 1395 2
7 t4 1000 710 3504 6
7 t5 1000 678 3538 6
7 t6 1000 241 2967 5
7 t7 1000 608 3691 7
7 t8 1000 711 3741 7
7 t9 1000 384 3485 7
8 t10 1000 529 3732 7
8 t11 1000 279 3390 6
8 t12 1000 946 3951 8
8 t13 1000 185 3069 5
8 t14 1000 53 2065 3
8 t15 1000 698 4093 8
8 t16 1000 640 4138 8
8 t17 1000 691 4101 8
8 t18 1000 189 3438 6
8 t19 1000 328 3767 7
8 t1 1000 145 2251 4
8 t20 1000 595 4185 8
8 t2 1000 933 3351 6
8 t3 998 48 1381 2
8 t4 1000 703 3509 6
8 t5 1000 682 3555 6
8 t6 1000 237 2939 5
8 t7 1000 613 3697 7
8 t8 1000 705 3728 7
8 t9 1000 414 3527 6
9 t10 1000 542 3737 7
9 t11 1000 258 3324 6
9 t12 1000 949 3932 8
9 t13 1000 175 3047 5
9 t14 1000 49 1962 3
9 t15 1000 697 4101 8
9 t16 1000 599 4104 8
9 t17 1000 676 4093 8
9 t18 1000 181 3395 6
9 t19 1000 319 3744 7
9 t1 1000 159 2310 4
9 t20 1000 564 4151 8
9 t2 1000 936 3345 6
9 t3 1000 51 1457 2
9 t4 1000 702 3502 6
9 t5 1000 682 3550 6
9 t6 1000 226 2896 5
9 t7 1000 610 3684 7
9 t8 1000 704 3750 7
9 t9 1000 412 3513 6
10 t10 1000 538 3735 7
10 t11 1000 305 3448 6
10 t12 1000 944 3930 8
10 t13 1000 209 3180 5
10 t14 1000 48 1948 3
10 t15 1000 736 4110 8
10 t16 1000 602 4108 8
10 t17 1000 669 4079 8
10 t18 1000 180 3390 6
10 t19 1000 331 3753 7
10 t1 1000 158 2310 4
10 t20 1000 560 4168 8
10 t2 1000 936 3338 6
10 t3 1000 51 1449 2
10 t4 1000 701 3497 6
10 t5 1000 682 3561 6
10 t6 1000 222 2893 5
10 t7 1000 611 3667 7
10 t8 1000 703 3745 7
